2005,"The Notorious B.I.G.,Diddy,Jagged Edge,Nelly"," +  ,The Biggie Duets!  ,Jazzy Fizzle, Jagged Edge  ,Ladies and gentlemen! , ,I go, on and on and on and ,Don't take 'em to the crib unless they bonin ,Easy, call 'em on the phone and ,Platinum Chanel cologne and  ,I stay, dressed, to impress ,Spark these bitches interest ,Sex is all I expect ,If they watch TV in the Lex, they know ,They know, quarter past fo' ,Left the club tipsy, say no mo' ,Except how I'm gettin home, tomorrow ,Caesar drop you off when he see his P.O.  ,Back of my mind I hope she swallow ,Man she spilled a drink on my cream Wallows ,Reach the gate, hungry just ate ,Riffin, she got to be to work by eight ,This must mean she ain't tryin to wait ,Conversate, sex on the first date ,I state, ""You know what you do to me"" ,She starts off, ""But I don't usually""  ,Then I, whipped it out, rubber no doubt ,Step out, show me what you all about ,Fingers in your mouth, open up your blouse ,Pull your G-string down South  ,Threw that back out, in the parking lot ,By a Cherokee and a green drop-top ,And I don't stop, until I squirt ,Jeans, skirt, butt-naked - it all work , ,Gotta love my lil' nasty girl ,Know I love my lil' nasty girl ,I love my lil' nasty girl ,All the ladies if you feel me grab your titties for B-I-G ,My lil' nasty girl ,All my women from around the world ,I love my lil' nasty girl ,All the ladies if you feel me grab your titties for B-I-G , ,You know I like nasty girls... ,I need you to dance, I need you to strip ,I need you to shake your lil' ass and hips ,I need you to grind like you workin' for tips ,And gimme what I need while we listin' to prince ,Cause miss you ain't seen the world yet ,rock la pearl yet,rock them pearl sets,flew in a pearl jet ,My style make a low profile girl go smile ,Blow a chick back like I blow through a trial  ,And now you & me can drink some henessy, then we get it on ,Made women wantin'to bone Sean Combs, sippin' on patron ,Speedin' be leanin' got' 'em feenin' ,Then when I did it to you throw it right back  ,And tell me ""Yeah Diddy I like it like that""  ,Lift your shirt, you know how I flirt ,Heels & skirt let's take it off now let's work  , ,Gotta love my lil' nasty girl ,Know I love my lil' nasty girl ,I love my lil' nasty girl ,All the ladies if you feel me grab your titties for B-I-G ,My lil' nasty girl ,All the women from around the world ,I love my lil' nasty girl ,All the ladies if you feel me grab your titties for B-I-G , ,J & B-I-G  ,Got the keys from Diddy  ,We're a Man lookin'no stress ,meet us upstairs in ya best, yes! ,Dress, to impress, spark this bitch's intrest ,Jazzy on the beat so sweet ,Ladies if ya feel me grab ya titties for B-I-G , ,Okay ma, what's ya preference ,Nice and slow or fast and reckless ,Boo you heard girl bite cha neckless ,Lemme show you what a nigga from the Lou' is blessed with  ,I make ya sprang a leak ,When I'm done flip the mattress change the sheets  ,I'm like the radical one ,I vibrate a lil' more than your mechanical one , ,Either way mama I'ma make you do what it do , ,Guaranteed when you fuckin wit me , ,Cause I'll go on and on and on ,on and on and on ,on and on ,Ladies if you feel me, grab them thangs for Biggie , ,Gotta love my lil' nasty girl ,Know I love my lil' nasty girl ,I love my lil' nasty girl ,All the ladies if you feel me grab your titties for B-I-G ,My lil' nasty girl ,All the women from around the world ,I love my lil' nasty girl ,All the ladies if you feel me grab your titties for B-I-G ,Gotta love my lil' nasty girl ,Know I love my lil' nasty girl ,I love my lil' nasty girl ,All the ladies if you feel me grab your titties for B-I-G ,My lil' nasty girl ,All the women from around the world ,I love my lil' nasty girl ,All the ladies if you feel me grab your titties for B-I-G , ,Ladies & gentlemen you are now in tune into the very best ,Jazzy Fizzle... Nelly man, Jagged Edge ,The Notorious... NOTORIOUS! B-I-G ,THE BIGGIE DUETS! ,NOTORIOUS! ,BAD BOY! SHO NUFF SHO NUFF! ,NOTORIOUS! ,NOTORIOUS! ,Ladies & Gentlemen, gentlemen, gentlemen, gentlemen... ,LET'S GO! ,LET'S GO! ,LET'S GO!
,
,
"
1994,The Notorious B.I.G.,",Push,C'mon Shorty, stay push, c'mon,C'mon, c'mon, push, it's almost there,One more time, c'mon,*baby cries*,C'mon push baby, one more time,*baby cries*,Harder, harder, push harder,Push, push, c'mon,One more time, here it goes!,I see the head!,Yeah c'mon!,YEAH! YEAHHHH!,You did it baby, yeah!,*Curtis Mayfield's ""Super Fly"" plays over this*,*Sugarhill Gang's ""Rappers Delight"" fades in*,... the hibby, the hibby dibby hip hop and ya don't stop!,Rock it out baby bubba, to the boogedy bang bang,The boogey to the boogedy beat,Now what you hear is not a test, I'm rappin, to the beat,*voice comes in over*,God damnit, what the fuck are you doin?,You can't control that god damn boy?  ,I just saw Ms. Jersey, he told me he caught the,motherfuckin boy and chopped him,,You can't control the god, I don't know,what the fuck to do with that boy,,If if you can't fuckin control him,,Bitch, what I say, I'ma send his motherfuckin ass,to a group home goddamnit, what??,I'll smack the shit outta you bitch,,Motherfucker, you are fuckin up,,*Sugarhill fades out, Audio Two fades in*,Gizmo's cuttin, up for the,Suckers that's, down with me!,What nigga you wanna rob them motherfuckin trains you crazy?,B.I.G.: Yes, yes, motherfucker, motherfuckin right, nigga yes,Nigga what the fuck nigga?  We gonna get...,B.I.G.: Nigga it's eighty-seven nigga, is you dead broke?,Yeah nigga but, but...,B.I.G.: Motherfucker is you broke motherfucker?,We need to get some motherfuckin paper nigga,Yeah but nigga it's a train ain't nobody robbed no motherfuckin train,B.I.G.: Just listen man, your mother givin you money nigga?,My moms don't give me shit nigga, it's time to get paid nigga,is you wit me? *gun clicks* Motherfuck is you wit me?,Yeah I'm wit you nigga c'mon,B.I.G.: Alright then nigga lets make it happen then,All you motherfuckers get on the fuckin floor! *blam blam*,Get on the motherfuckin floor!,B.I.G.: Chill, give me all your motherfuckin money,And don't move nigga!,B.I.G.: Give me all your motherfuckin money, I want the jewelry,Give me every fuckin thing,Nigga I'd shut the fuck up or I'ma blow your motherfuckin brains out!,Nigga, give me your jewerly, give me your wallet,B.I.G.: Fuck you bitch, get up off that shit,What the fuck you holdin on to that shit for bitch?,*Audio Two fades out, Snoop Dogg fades in*,Open C-74, Smalls,Mr. Smalls, let me walk you to the door,So how does it feel leavin us?,B.I.G.: C'mon man, what kind of fuckin question is that man?,Tryin to get the fuck up out this joint dog,Yeah, yeah, you'll be back,You niggaz always are,B.I.G.: Go head man, what the fuck is you hollerin about?,You won't see me up in this motherfucker no mroe,We'll see,B.I.G.: I got big plans nigga, big plans, hahahahaha
,
,
"
2005,The Notorious B.I.G.," , ,R.I.P Big ,We some niggaz that's gonna make you proud of this game ,Smell me?  ,Cash Money  ,Dipset  ,Let's Ride ,Cause real g's know the feeling  ,It's hard body, no remorse for the killing  ,Cause real g's know the feeling  ,It's hard body, no remorse for the killing  , ,Mad trees and bitches in dungarees ,The city under seas, kitchen 100 degrees ,I love that summer breeze, I'll stand in it until it freeze ,I'm from another breed, them sss, southern g's ,I sip phemetrazine, I lean, I stand tall ,I'm mean, I'm mad raw, I'm coming like fastball ,Steee-rike, Yup, so get it right ,Nigga, one of my sniplets'll end your whole life ,You ain't nothing but a riblet to a nigga with a knife ,In a fork, I'm a pig myself, I eat schwork ,So be smart and play your own part ,If you don't love yourself, I'll make you see your own heart ,And we don't like the narcs, stay away from the cell ,Hey, I'ma shoot it out if I'm facing the ail ,Yea, so tell your girl to come and make me rich ,Weezy Baby nigga, 9 to 5, 10 to 6 , ,All night, I can't sleep, I toss and turn ,Got my hand on my pistol, when will these motherfuckers learn? , I ain't going out without a fight ,I'm with whatever and I ain't going out without a fight ,I'm with whatever and I ain't going out without a fight ,I'm with whatever, It'd be your life before my life ,At night, I can't sleep, I toss and turn ,Got my hand on my pistol, when will these motherfuckers learn? , ,It's showdown time, throwdown time ,Same d-off, four pound time ,Clack Clack, go get yours, I'll go get mine ,Check it man, I'm wit whatever ,Goodness gracious the paper ,Where the cash at? Where the stash at? ,I'll blow that ass back for fronting on a nigga like me ,You got nothing on a nigga like me, you'll see ,I'm on the grind from sun up to sun down ,If I'm lying, may lightning come down and strike me right now ,I'll turn a dollar to a twenty to a fifty to a hundred ,Keep it coming til I'm full on my stomach ,I'm stuck in my ways, I'm stuck puffing my hase ,Hand on my pistol, front of it sprays ,I'm stuck living the life of a ghetto nigga ,Trying to get rid of the life, alright? ,
,
,
"
2005,The Notorious B.I.G.," ,Akon... and B-I-G , ,Niggaz talkin but aint livin it ,cristyle pac i'm sippin it ,mobb hats and lizard shit ,gator talks bitch, rollin blunts wit the wheelist of da wheelies ,hitch link cop, on 1s and nine millis, stories like a motherfucker ,model bitchs wonderin if i'ma fuck wit her, she noe i treat my bitches like gavana ,dolce and gabana drippin, big poppa neva slippin ,H class diamonds shining, dinner with wifey whining, dining ,smokin cigars and bolbatar with columbian niggas named panama and engrigay and shit ,games we play life envy, bitches need 2 ova with ease 4 a pam of skinote jeans ,i got my carrot tank top i got your banked stopped, sofa's on top ,benjamins under the rest of them ,advancing from duplex 2 mansion ,staching keys, hiding g's ova seas, vcr's in my beat ,game on my , money i make into stocks and real estate bitch ,trip skiing in the caribean, white sand discusing plans with my man, ,dark blue land, smoke tint, crome rims ,and a system that leave my rear views trembling ,whatchu gone do wen poppa catch your attitude, ,drop 2 your knees and show gratitude ,kiss my ring its a fred white thing ,i stay potent, bitches devoted take my dick and deep throat it , ,akon all sunshine, in this elevated world of mine ,lookin for this hour glass of time ,tryna find my purpose on this grand design ,is there anybody out there living ,4, 5, 6's on the streets they shootin ,is there any money out ther for me ,u just listen 2 this hustler's story
,
,
"
2005,The Notorious B.I.G.," ,
,
,
"
2005,The Notorious B.I.G.," , ,Welcome to the house of pain, Just Blaze niggaz , ,Theres no way out, it seems I can't get free ,Sombody tell me what's happenin to me , ,The country bud got me chokin ,I'm on a mission to the point motherfuckers think I'm smokin ,Yea that sick nigga Biggie wit the H-shot fifth ,Wit the extra clip for that extra shit ,Don't you know that killin is thrillin ,All the blood spillin, is all a part of drug dealin ,A broad gangsta my daddy was a thug ,Had a .38 wit the hallow point slug ,So when he lit shots ,Niggaz dropped quicker than bootlegger sells his liquor ,A little nigga tried to squeeze .22's in my Reebok shoes ,Payin dudes, while kids was on their one's and two's ,Now I'm much older, colder, fuck a holster ,Got the Mac .11's swingin from my shoulder ,It's a damn shame I got to put my mom through the strain ,I'm livin in a house of pain , ,Is anybody listenin and tell me can you can see this God be surroundin me ,Now it's gettin colder heavy on my shoulder and it's gettin hard to breathe ,And it's gettin blury, I'm gettin worried cause it's gettin hard to see ,When your living in the house of paaaiiinnn , ,When the motherfucker dust kicker, who can you trust? ,Who gave you the heart to see a nigga? ,Before you bust, my name is spoken on the tongue so many foes ,Bustin motherfuckers out the blocks and I ain't even go ,Now how the hell do you explain my claim to fame ,From doin fix to bustin tricks out the fuckin frame ,Got these bitches on my jock niggaz on my block ,Jealous ass suckers got it duckin for my fuckin glock ,And bustin niggaz ass is to stay alive ,Skinny ass playa watchin victim motherfuckers fry ,They ask me how I'm livin? how I'm a hustler? ,Buckin busters 'til they die ,Now it's on in the ghetto you ain't heard? ,Niggaz got they AK's headin for the bird ,Aimin at free ass bitches let 'em rain ,Givin 'em, wettin 'em, welcome to the house of pain , , ,MJB, be worried niggaz, yea, Nas... ,Wendy Williams say I stayed dust maybe I should ,cuz these rappers'll have your phone tap like Savion Glover ,And on the West the police corrupt, some are bloods ,But these Teflon I loaded explodin some mugs ,I'm like Furious in ""Boyz In the Hood"" ,But at the drive through I'm ain't runnin I'm dumpin ,Crazy like a paru and load up, know how Nas do ,I'm callin Henchmen to save shit, to organize a black truth ,And we party hard party wit Nas ,Since they ain't no more - Mardi Gras ,And Bush won't apologize ,I got gangsta hoes Kobe Bryant scared to sodomize ,And .45's for them suckers y'all idolize ,Ya'll yellin my name but y'all soon die in ,Tryin to portray real but they be ly-in ,Cuz they want the real niggaz to die so they can game ,But neva that, this ain't neva lastin this is the house of pain ,
,
,
"
2005,The Notorious B.I.G.,",1970 Somethin' nigga I don't sweat the date my moms was late,,So I had to plan my escape, out the skins,,In this world the fly girls, tangeray and hennesey,,Untill I call earl, 10 months in this gut, wut the fuck,,I wish moms would hurry up, so I can get buck wild,,Juvenile with the mics n shit, New York New York, ready for the likes of this,,Then came the worst date, May 21st 2:19 was when my moma water burst,,No spouse in the house, so she rolled herself,,To the hospital, to see if she could get a little help,,Umbilicle cords wrapped around my neck,,Im seein' my death, and I ain't even took my first step,,I made it out im bringin' mad joy,,The docter looked and said he's gonna be BAD BOY!,,I remmember back in time, before all the homies died, before all the dollars and nines, i knew that i was,goin' somewhere, let me take you back in time, before i even got the rhyme, before i had nickels and,dimes, i knew that i was goin' somewhere,,,would pac be alive, if you let pac drive,,swear to god to reverse it I give my left eye,,with the right I visualized, the king of bed-stuy,,checkin his daughter tianna into junior high,,if I was in brooklyn, and B.I. was still alive,in 2006 it might sound like this,,N.Y. 7-1-8 2-1-2, with sues rendevouz,,its like moulin rouge, ,high fashion, up town air force ones,,and vasquez, puerto ricans with fat asses,blaze dutch masters, we dump ashes, on models and S classes,,for you bastards, catch a cab to manhattan,,with that broadway actin', u hype that belly shit, ,would you get you capped, and wrapped in plastic,,tell the captain, S Roge was happennin',,out here nor speak no evil, inside the magnum,,I remmember back in time, before all the homies died, before all the dollars and nines, i knew that i was,goin' somewhere, let me take you back in time,,,now i'm 13 smokin' blunts, makin' green,,on the drug scene, fuck the football team,,risk it, rupt ur spleens, by the age of 16,,hearin' the coach scream, make my lifetime dream,,i mean, i wanna blow up, stack my doe up, ,so school i didn't show up, and fucked my flow up,,mom said that i should grow up, and check myself,,before i wreck myself, disrespect myself, ,put the drugs on the shelf, naww! i couldn't see it,,Scarface king of New York, i wanna be it,,rap was secondary, money was neccessary,,untill i got encarcerated, kinda scary,,see 74' march 8, set me straight, not able to move behind a great steel gate,,time to contemplate, damn were did i fail,,all the money i stacked, was all the money for bail,,,I remmember back in time, before all the homies died, before all the dollars and nines, i knew that i was,goin' somewhere, let me take you back in time, before i even got the rhyme, before i had nickels and,dimes, i knew that i was goin' somewhere,
,
,
"
2005,The Notorious B.I.G.,"My name is Christopher C.J. Wallace ,and my dad was the greatest rapper ever ,and his legacy lives on
,
,
"
2005,The Notorious B.I.G.," , ,hey wut it is pimpin, Slim Thug n T.I.P. doing it B.I.G wit B.I.G  yall understand wut im sayin  PSC pimpin, yall already kno wut ,it is man, its a bad boy thang man, grand hustle collaboration, yall already kno man, boss hog wus happenin  A town pimpin , ,Slim Thugga.. ,I roll scrap glock 40 in my left ,i rap but still think like im grindin in the trep ,trynna dept to the change from the streets to the game ,cant be selling cds n still selling dem thangs ,cause bitches drop names n bring alot of piorblems ,n puttin somthing in dey head the only way u gona solve em ,Jack a stay plottin watchin ur every move ,n the minute u snooxe will be the minute u lose, dude ,das the rules so i jcruise wit the 2's ,to fix the damn fools dat think im slippin wit my juice ,breakin old habits so hard to do ,das y u see me on the same block wit the same crew ,n everybody sitting fat living good ,n im the only nigga dat be rappin in my hood ,i was raise by the hustlas n gain by the g's n taught by the bosses howda stack that cheese , ,u got rich n g shits still a part of u cause breakin old habits so hard to do ,u still watch for da haters n the rugged crew cause breakin old habits so hard to do ,when i was shot dat nigga like i started to cause breakin old habits so hard to do ,fresh out da dealership crackin up wit cigarsin the coup man cause breakin old habits so hard to do , ,Damn it feel good to see people up on it flip 2 keys in 2 weeks n didnt flawlet ,my brain is horny wit mean dreams gs's wit bb's on it, supreme skeems to get richer the richest quickly ,niggas wanna hit me if they get me trust my body ???? ,check it, my lyrical carjack make ur brun splat high callable gacks is all i fuck wit now keep the rough shit ,in my circumfrence mad bitches, wit mad noochies bulletproof vestes under they coochies spitting my oozie dont lose me, ,my trigger niggas represent driving dirty in jay 30 getting bent ,until my hit hos my murder mamis ,i b smoking trees in Belize when they find me while u still killing niggas wit my lali like cami and cyber supres cypress fucking roy on the floor wit ,the finest ,while i just slip coke smoke pounds of chope got lawyers watchin lawyers so i wont go broke now check it, dem country niggas call me frank white im ,spurtin off in my lawf of cousrse i kno my shits tight, suprise open my eyes still suprise got my shorty flying in wit keys taped to her thys wit lovely ,utincils suhen my suhen my china thing she half black half orientak 86 she got me rentals , ,u got rich n g shits still a part of u cause breakin old habits so hard to do ,u still watch for da haters n the rugged crew cause breakin old habits so hard to do ,when i was shot dat nigga like i started to cause breakin old habits so hard to do ,fresh out da dealership crackin up wit cigarsin the coup man cause breakin old habits so hard to do , ,i use to drive a chevy monte carlo bricks n blow all in it ,i was taught to sell dis shit u putcho nose all in it ,let my bitch drive da benz but dem roads off limit ,n how u call urself pimpin wit hos all in ur bidness ,wut it is the music bidness of the streets make the decision ,i do dis in my sleep n u way outcho division pimpn ,dis game we play fo keeps n da rules remain hiddn ,dis aint a place fo laying da snitchin shit is forbidn ,i was sittin in da kitchen n weepin wit hopes of getting back ,all dat i forget to go blow see even 50 stacks ,n now am sittin back thinkin bout the time ,when a nigga get a 100gs think he went down ,?? in the game it aint fair ,n thangs aint da same they change it aint fair ,real niggas there doin dey time n aint here ,u commit da same crime come home da same year , ,u got rich n g shits still a part of u cause breakin old habits so hard to do ,u still watch for da haters n the rugged crew cause breakin old habits so hard to do ,when i was shot dat nigga like i started to cause breakin old habits so hard to do ,fresh out da dealership crackin up wit cigarsin the coup man cause breakin old habits so hard to do
,
,
"
2005,The Notorious B.I.G.," ,But I would've loved to hear ,A Big Pun and B.I.G. collabo ,That shit would've been incredible , ,Aye yaknahmsayin, it was just happen ,We have our day, you know? ,I seen him, I seen him, I seen him at the pearly gates, yaknahmean? ,We keep it, keep it, keep it going from there , ,Uhh, I dream filthy ,My moms and pops mixed me with Jamaican Rum and Whiskey ,Huh, what a set up ,Shoulda pushed 'em dead off, wipe the sweat off ,Uhh, cause in this world I'm dead off, squeeze lead off ,Benz sped off, ain't no shook hands in Brook-land ,Army fatigue break up teams, the enemies ,Look man, you wanna see me locked up, shot up ,Moms crotched up over the casket, screamin BASTARD ,Cryin, know my friends is lyin ,Y'all know who killed 'em filled 'em with the lugars from they Rugers ,or they Desert, dyin ain't the shit but it's pleasant ,Kinda quiet, watch my niggaz bring the riot ,Giving cats the opposite of diets ,You gain thirty pounds when you die no lie, lazy eye ,I was high when they hit me, took a few cats with me ,Shit, I need the company  ,Apoligies in order, to T'Yanna my daughter ,If it was up to me you would be with me, sorta like ,Daddy Dearest, my vision be the clearest ,Silencers so you can't hear it ,Competition still fear it, shit don't ask me ,I went from ashy to nasty to classy, and still , ,Nigga still gotta get his grind on ,Come get introduced to my home ,I grew up in the crime zone ,Soon as you grown, you on your own, you keep your strap ,You keep your chrome cause the streets is chilly ,Now get your grind on ,Come get introduced to my home ,A nigga grew up in the pro-jects, end up gettin mo' stressed ,Mo' money, mo' drama you know a nigga keep his armor ,Cause the streets are killin ,Now get your grind on ,Come get introduced to my home , ,Yo, yo ,The penalty is death, especially when I'm mentally stressed ,My enemies hang with me 'til I eventually flip ,I never reject an offer to battle ,Slap a coffin on the saddle ,and rattle like a wooden horse to el barrio ,Niggaz talk but they babble cause they ain't sayin nuttin ,If ain't blazin somethin with the mac I'm in the shack bakin muffins ,Fake the funk and get your rump roast ,One dose of the toast'll make you jump if you come close ,Pun spoke, ain't no more debatin; my Squad been waitin ,for the perfect time to give you what you all been waitin ,An orgi-nation of veterans built ,with genuine skills to pay the heat, gas, and the rest of the bills ,Invest in the real, don't get left in the hills ,My tech and my steel turn your whole crew into vega-ta-bills ,We blessed with the will to never surrender ,cause my every agenda's in and out, unseen like I entered the ninja ,It's my world , , ,I got that new F-N, call it that faggot nigga gun ,Couple of hollow tips make you faggot niggaz run ,Crack pull up, everybody clear out ,Anybody pumpin that rock is gettin aired out ,I'm in that caddy with my bitch in the pack ,Your mommy got a body but she itchin to clap ,And I know you pitchin purple but we switchin the packs ,Listen, don't make me hurt you I'm just givin the facts ,On that I 9-5 swirvin to a town near you ,My niggaz watch out for that Black Surburbans ,And no it's not the Feds, man papi's home ,And papi got it good, he could put you on ,Listen, I done made abandoned blocks look hot ,Nine to ten Benzes, a couple of drops ,Couple of rubber bands from the corrupt cops ,Just to see my niggaz eat and shit and huggin the blocks ,Crack a chestize 'em, right besides 'em ,In front of a hundred million viewers, shouldn't surprise 'em ,We from the Bronx where the may-ors lift up ,And niggaz get shot in broad day cause we don't give a... ,Fuck little niggaz on bike and just shoot you ,All for a pair of some Nikes, the shits brutal ,I done seen fiends O.D., shot the wrong pack ,Then they call the shit the bomb smack ,Word to Crack, the god body, the hard body, the realest ever ,The John Gotti, this rap shit, will it kill me? Never , ,This goes out to cats, fingers in they ass again ,Fifty dollar half-a-men, daydreamin ,Fuck around get wet like semen, your whole team-and ,be Mor-gan than Freeman ,I took the cream and, moved to new places new faces ,Fuck the screwfaces, cause when I flip ,I make the papers, dangerous, we Goodfellas ,Niggaz can't bang with us, try to do me ,My crew be unruly  ,To old school cats that call gats toolies ,Call blacks moolies, think it's cool to smoke woolies ,And fuck without rubbers  specialize ,in killin wives and grandmothers, who ya trustin, shit ,When Frank start bustin, Frank start somethin ,Killin ya gently, God meant me, to push a Bentley ,Me and Sean Combs takin broads home ,On the phone with the chip, with these Cristal chicks ,Bout to make our own porno flicks, my life's the shit
,
,
"
